Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
09/03/25,Nice,Lyon,0,2,A,0,0,D,Willy Delajod,18,8,4,5,12,11,9,2,1,2,0,0
14/03/25,Nice,Auxerre,1,1,D,1,0,H,Jérémie Pignard,20,10,6,4,14,18,7,3,1,3,1,0
15/03/25,Nantes,Lille,1,0,H,0,0,D,Jérémy Stinat,10,13,3,4,9,15,3,5,2,3,1,0
15/03/25,Angers,Monaco,0,2,A,0,0,D,Willy Delajod,6,16,2,5,12,11,0,9,1,2,0,0
15/03/25,Lens,Rennes,1,0,H,0,0,D,Stéphanie Frappart,9,12,4,5,17,14,5,4,1,1,0,0
16/03/25,Lyon,Le Havre,4,2,H,1,2,A,Bastien Dechepy,16,14,7,5,20,12,4,1,2,3,0,0
16/03/25,Brest,Reims,0,0,D,0,0,D,Jérôme Brisard,11,12,0,2,9,13,4,4,1,3,1,0
16/03/25,Montpellier,St Etienne,0,2,A,0,1,A,Thomas Léonard,13,11,3,6,4,7,4,6,1,3,0,1
16/03/25,Strasbourg,Toulouse,2,1,H,0,1,A,Hakim Ben El Hadj,10,11,3,7,10,14,4,3,0,2,0,0
16/03/25,Paris SG,Marseille,3,1,H,2,0,H,Benoît Bastien,16,11,5,2,7,9,5,5,1,0,0,0
28/03/25,Strasbourg,Lyon,4,2,H,0,0,D,Jérémie Pignard,14,16,7,11,12,15,6,5,2,2,0,0
29/03/25,Reims,Marseille,3,1,H,1,0,H,Willy Delajod,7,20,5,8,6,9,0,12,0,0,0,0
29/03/25,St Etienne,Paris SG,1,6,A,1,1,D,Jérémy Stinat,11,22,2,10,9,12,3,6,2,0,0,0
29/03/25,Monaco,Nice,2,1,H,0,1,A,Jérôme Brisard,17,9,6,4,17,14,7,4,2,4,0,1
30/03/25,Toulouse,Brest,2,4,A,0,2,A,Mathieu Vernice,17,10,4,5,10,18,10,3,0,5,0,0
30/03/25,Angers,Rennes,0,3,A,0,1,A,Hakim Ben El Hadj,9,14,4,6,10,16,6,5,1,0,0,0
30/03/25,Auxerre,Montpellier,1,0,H,0,0,D,Marc Bollengier,21,12,6,1,14,14,10,6,3,1,0,0
30/03/25,Le Havre,Nantes,3,2,H,2,1,H,Eric Wattellier,16,7,5,2,16,9,3,4,1,2,0,0
30/03/25,Lille,Lens,1,0,H,1,0,H,Mathieu Vernice,11,5,5,2,13,15,6,2,1,3,0,0
04/04/25,Nice,Nantes,1,2,A,1,2,A,Clément Turpin,21,8,9,4,9,14,11,2,1,1,0,0
05/04/25,Paris SG,Angers,1,0,H,0,0,D,Pierre Gaillouste,20,5,6,0,7,12,5,1,0,3,0,0
05/04/25,Brest,Monaco,2,1,H,1,0,H,Thomas Léonard,13,10,4,3,13,16,2,9,3,2,0,0
05/04/25,Lyon,Lille,2,1,H,1,1,D,Eric Wattellier,10,10,4,4,15,14,1,3,3,2,0,0
06/04/25,Lens,St Etienne,1,0,H,0,0,D,Romain Lissorgue,20,8,5,3,14,20,6,3,3,2,0,0
06/04/25,Montpellier,Le Havre,0,2,A,0,2,A,Jérémy Stinat,14,13,6,4,15,7,5,2,1,1,1,0
06/04/25,Reims,Strasbourg,0,1,A,0,1,A,Hakim Ben El Hadj,14,13,7,4,11,9,4,7,2,2,1,1
06/04/25,Rennes,Auxerre,0,1,A,0,0,D,Benoît Millot,18,11,5,3,10,5,8,5,0,0,0,0
06/04/25,Marseille,Toulouse,3,2,H,1,1,D,Jérémie Pignard,9,8,4,3,11,15,5,1,2,3,0,0
11/04/25,Lens,Reims,0,2,A,0,1,A,François Letexier,37,10,14,2,9,7,9,2,1,0,0,0
12/04/25,Monaco,Marseille,3,0,H,1,0,H,Benoît Bastien,15,8,10,4,6,18,4,4,2,1,0,0
12/04/25,Toulouse,Lille,1,2,A,1,2,A,Marc Bollengier,10,6,5,3,15,11,4,2,1,2,0,0
12/04/25,Strasbourg,Nice,2,2,D,0,1,A,Bastien Dechepy,11,23,4,6,5,8,2,9,1,2,0,0
13/04/25,St Etienne,Brest,3,3,D,2,3,A,Jérémy Stinat,9,14,4,6,21,18,7,9,2,4,0,0
13/04/25,Angers,Montpellier,2,0,H,2,0,H,Benoît Millot,10,4,4,1,12,13,6,1,0,2,0,0
13/04/25,Le Havre,Rennes,1,5,A,1,3,A,Jérémie Pignard,11,10,2,6,16,11,4,3,2,3,0,0
13/04/25,Auxerre,Lyon,1,3,A,0,0,D,Stéphanie Frappart,14,13,3,7,11,9,3,6,3,1,0,0
18/04/25,Rennes,Nantes,2,1,H,1,0,H,Willy Delajod,19,4,5,1,24,13,10,2,3,5,0,1
19/04/25,Paris SG,Le Havre,2,1,H,1,0,H,Jérémie Pignard,18,9,11,1,7,10,7,3,0,0,0,0
19/04/25,Monaco,Strasbourg,0,0,D,0,0,D,Eric Wattellier,12,5,4,2,18,10,3,2,3,3,0,0
19/04/25,Marseille,Montpellier,5,1,H,1,0,H,Jérôme Brisard,18,6,8,1,11,11,7,2,2,2,0,0
20/04/25,Lille,Auxerre,3,1,H,2,0,H,Thomas Léonard,15,7,9,3,8,13,8,4,1,2,0,0
20/04/25,Brest,Lens,1,3,A,1,2,A,Abdelatif Kherradji,11,17,5,9,11,11,7,6,0,0,1,0
20/04/25,Nice,Angers,2,1,H,1,0,H,François Letexier,22,5,8,2,10,8,4,2,1,1,0,0
20/04/25,Reims,Toulouse,1,0,H,1,0,H,Benoît Bastien,8,18,2,6,11,12,0,9,1,0,0,1
20/04/25,St Etienne,Lyon,2,1,H,1,0,H,Clément Turpin,18,14,6,2,12,13,8,6,3,4,0,0
22/04/25,Nantes,Paris SG,1,1,D,0,1,A,Hakim Ben El Hadj,8,10,2,5,5,9,4,4,2,0,0,0
25/04/25,Paris SG,Nice,1,3,A,1,1,D,Willy Delajod,32,7,13,3,9,11,17,0,3,1,0,0
26/04/25,Strasbourg,St Etienne,3,1,H,1,1,D,Bastien Dechepy,18,17,7,6,10,7,5,8,1,0,0,0
26/04/25,Le Havre,Monaco,1,1,D,1,0,H,Clément Turpin,9,19,3,7,12,13,3,6,1,0,0,0
26/04/25,Lyon,Rennes,4,1,H,3,0,H,Marc Bollengier,14,10,8,4,12,9,7,2,0,0,0,0
27/04/25,Angers,Lille,0,2,A,0,1,A,Hakim Ben El Hadj,6,9,3,5,17,10,7,2,1,5,0,1
27/04/25,Lens,Auxerre,0,4,A,0,3,A,François Letexier,16,12,5,8,12,13,8,1,4,4,1,0
27/04/25,Montpellier,Reims,0,0,D,0,0,D,Jérémie Pignard,12,8,2,3,17,13,5,5,3,3,0,0
27/04/25,Nantes,Toulouse,0,0,D,0,0,D,Jérémy Stinat,11,6,3,3,13,11,3,5,2,3,0,1
27/04/25,Marseille,Brest,4,1,H,3,1,H,Stéphanie Frappart,11,9,7,4,14,16,4,3,1,4,0,0
02/05/25,Nice,Reims,1,0,H,1,0,H,Jérémie Pignard,8,16,2,3,14,21,5,3,2,2,0,0
03/05/25,Strasbourg,Paris SG,2,1,H,2,0,H,Benoît Bastien,9,20,2,4,14,13,6,2,1,2,0,0
03/05/25,Toulouse,Rennes,2,1,H,1,0,H,Willy Delajod,9,15,3,6,7,15,6,5,2,2,0,0
03/05/25,St Etienne,Monaco,1,3,A,0,1,A,François Letexier,11,12,1,6,15,12,6,5,0,0,0,0
04/05/25,Nantes,Angers,0,1,A,0,0,D,Jérémy Stinat,8,14,3,2,12,16,4,6,2,3,0,0
04/05/25,Auxerre,Le Havre,1,2,A,0,0,D,Jérémie Pignard,4,11,1,5,11,10,0,9,2,1,0,0
04/05/25,Brest,Montpellier,1,0,H,1,0,H,Romain Lissorgue,16,6,5,1,14,18,4,6,1,2,0,0
04/05/25,Lyon,Lens,1,2,A,0,1,A,Jérémy Stinat,18,8,4,3,8,12,8,2,2,3,0,0
04/05/25,Lille,Marseille,1,1,D,0,0,D,Eric Wattellier,5,13,1,6,9,8,2,5,2,2,0,0
10/05/25,Angers,Strasbourg,2,1,H,1,1,D,Clément Turpin,5,15,2,3,6,10,2,6,2,2,0,0
10/05/25,Auxerre,Nantes,1,1,D,1,0,H,Marc Bollengier,9,7,3,2,15,16,7,3,3,1,0,0
10/05/25,Brest,Lille,2,0,H,1,0,H,Thomas Léonard,12,18,4,2,6,14,3,7,1,1,0,0
10/05/25,Le Havre,Marseille,1,3,A,0,0,D,Willy Delajod,10,22,4,5,12,12,2,9,2,2,0,0
10/05/25,Monaco,Lyon,2,0,H,0,0,D,Benoît Bastien,11,9,5,4,16,18,3,5,2,4,0,0
10/05/25,Montpellier,Paris SG,1,4,A,0,1,A,Mathieu Vernice,9,10,4,8,14,11,5,4,1,1,0,0
10/05/25,Reims,St Etienne,0,2,A,0,2,A,Jérémie Pignard,19,9,3,4,13,12,4,5,1,0,0,0
10/05/25,Rennes,Nice,2,0,H,1,0,H,François Letexier,10,14,4,6,5,13,1,5,1,1,0,0
10/05/25,Toulouse,Lens,1,1,D,0,0,D,Benoît Millot,9,12,6,2,17,12,2,1,2,5,0,0
17/05/25,Lens,Monaco,4,0,H,1,0,H,François Letexier,15,6,5,4,14,9,5,4,1,1,0,1
17/05/25,Lille,Reims,2,1,H,1,0,H,Willy Delajod,21,5,5,2,11,7,10,3,0,1,0,0
17/05/25,Lyon,Angers,2,0,H,0,0,D,Clément Turpin,21,13,4,3,10,13,8,8,1,3,0,0
17/05/25,Marseille,Rennes,4,2,H,3,1,H,Jérémie Pignard,17,9,10,3,8,12,5,5,3,3,0,0
17/05/25,Nantes,Montpellier,3,0,H,2,0,H,Thomas Léonard,18,9,6,0,14,9,7,2,3,1,0,0
17/05/25,Nice,Brest,6,0,H,3,0,H,Jérémy Stinat,18,10,9,1,13,12,5,2,0,5,0,0
17/05/25,Paris SG,Auxerre,3,1,H,0,1,A,Abdelatif Kherradji,21,7,9,2,10,9,5,2,1,2,0,0
17/05/25,St Etienne,Toulouse,2,3,A,1,2,A,Bastien Dechepy,18,17,7,9,10,7,7,6,3,2,0,0
17/05/25,Strasbourg,Le Havre,2,3,A,1,1,D,Eric Wattellier,6,10,4,5,18,8,4,3,2,0,1,0
