Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
06/04/96,Arsenal,Leeds,2,3,A,1,1,D,M Riley,,,,,,,,,,,,
06/04/96,Blackburn,Nott'm Forest,2,2,D,2,1,H,P Durkin,,,,,,,,,,,,
06/04/96,Bolton,Wimbledon,0,1,A,0,0,D,D Elleray,,,,,,,,,,,,
06/04/96,Coventry,Southampton,0,1,A,0,0,D,G Hall,,,,,,,,,,,,
06/04/96,Everton,Man United,2,2,D,1,0,H,R Jones,,,,,,,,,,,,
06/04/96,Middlesbrough,Man City,4,1,H,2,1,H,T Riley,,,,,,,,,,,,
06/04/96,Newcastle,QPR,2,1,H,1,1,D,J Kelly,,,,,,,,,,,,
06/04/96,Sheffield Weds,Aston Villa,2,2,D,1,2,A,A Baker,,,,,,,,,,,,
06/04/96,West Ham,Chelsea,2,2,D,1,1,D,K Winter,,,,,,,,,,,,
006/04/96,Chelsea,Coventry,3,3,D,2,1,H,S Lodge,,,,,,,,,,,,
08/04/96,Aston Villa,West Ham,0,0,D,0,0,D,P Jones,,,,,,,,,,,,
08/04/96,Leeds,Liverpool,0,2,A,0,0,D,L Stevens,,,,,,,,,,,,
08/04/96,Man City,Blackburn,2,1,H,0,1,A,C Cooper,,,,,,,,,,,,
08/04/96,Man United,Southampton,2,1,H,0,1,A,D Smith,,,,,,,,,,,,
08/04/96,Nott'm Forest,Arsenal,0,1,A,0,0,D,N Graham,,,,,,,,,,,,
08/04/96,QPR,Middlesbrough,1,1,D,0,0,D,S Dunn,,,,,,,,,,,,
08/04/96,Tottenham,Sheffield Weds,2,1,H,1,0,H,R Styles,,,,,,,,,,,,
008/04/96,Wimbledon,Everton,1,1,D,1,1,D,P Walton,,,,,,,,,,,,
13/04/96,Arsenal,Wimbledon,0,0,D,0,0,D,M Dean,,,,,,,,,,,,
13/04/96,Blackburn,Southampton,1,1,D,1,1,D,S Wicks,,,,,,,,,,,,
13/04/96,Chelsea,Newcastle,1,1,D,1,1,D,M Riley,,,,,,,,,,,,
13/04/96,Coventry,Liverpool,0,1,A,0,1,A,P Durkin,,,,,,,,,,,,
13/04/96,Everton,Man United,2,2,D,1,0,H,D Elleray,,,,,,,,,,,,
13/04/96,Leeds,Nott'm Forest,1,0,H,0,0,D,G Hall,,,,,,,,,,,,
13/04/96,Man City,Bolton,1,1,D,0,0,D,R Jones,,,,,,,,,,,,
13/04/96,Middlesbrough,Aston Villa,2,1,H,0,0,D,T Riley,,,,,,,,,,,,
13/04/96,QPR,Sheffield Weds,2,2,D,1,1,D,J Kelly,,,,,,,,,,,,
13/04/96,West Ham,Tottenham,1,1,D,1,1,D,A Baker,,,,,,,,,,,,
17/04/96,Bolton,Coventry,1,1,D,1,0,H,K Winter,,,,,,,,,,,,
17/04/96,Man United,Leeds,1,0,H,0,0,D,S Lodge,,,,,,,,,,,,
17/04/96,Newcastle,Southampton,1,0,H,1,0,H,P Jones,,,,,,,,,,,,
17/04/96,Nott'm Forest,Coventry,0,0,D,0,0,D,L Stevens,,,,,,,,,,,,
17/04/96,Sheffield Weds,Chelsea,0,0,D,0,0,D,C Cooper,,,,,,,,,,,,
27/04/96,Aston Villa,Man City,0,1,A,0,0,D,D Smith,,,,,,,,,,,,
27/04/96,Blackburn,Arsenal,1,1,D,1,0,H,N Graham,,,,,,,,,,,,
27/04/96,Bolton,Southampton,0,1,A,0,1,A,S Dunn,,,,,,,,,,,,
27/04/96,Liverpool,Middlesbrough,1,0,H,0,0,D,R Styles,,,,,,,,,,,,
27/04/96,QPR,West Ham,3,0,H,0,0,D,P Walton,,,,,,,,,,,,
27/04/96,Sheffield Weds,Everton,2,5,A,1,3,A,M Dean,,,,,,,,,,,,
27/04/96,Tottenham,Chelsea,1,1,D,0,1,A,S Wicks,,,,,,,,,,,,
27/04/96,Wimbledon,Coventry,0,2,A,0,1,A,M Riley,,,,,,,,,,,,
28/04/96,Leeds,Man United,1,1,D,0,0,D,P Durkin,,,,,,,,,,,,
29/04/96,Newcastle,Tottenham,7,1,H,3,0,H,D Elleray,,,,,,,,,,,,
30/04/96,Man City,Liverpool,2,2,D,1,1,D,G Hall,,,,,,,,,,,,
