Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
26/02/94,Norwich,Oldham,2,1,H,,,,P Walton,,,,,,,,,,,,
26/02/94,QPR,Chelsea,0,2,A,,,,M Dean,,,,,,,,,,,,
26/02/94,Sheffield United,Leeds,0,2,A,,,,S Wicks,,,,,,,,,,,,
26/02/94,Southampton,West Ham,2,0,H,,,,M Riley,,,,,,,,,,,,
26/02/94,Swindon,Man United,0,5,A,,,,P Durkin,,,,,,,,,,,,
26/02/94,Tottenham,Ipswich,4,1,H,,,,D Elleray,,,,,,,,,,,,
26/02/94,Wimbledon,Blackburn,0,0,D,,,,G Hall,,,,,,,,,,,,
01/03/94,Coventry,Sheffield Weds,1,1,D,,,,R Jones,,,,,,,,,,,,
05/03/94,Arsenal,Coventry,0,0,D,,,,T Riley,,,,,,,,,,,,
05/03/94,Chelsea,Tottenham,4,3,H,,,,J Kelly,,,,,,,,,,,,
05/03/94,Ipswich,Swindon,2,1,H,,,,A Baker,,,,,,,,,,,,
05/03/94,Leeds,Aston Villa,1,1,D,,,,K Winter,,,,,,,,,,,,
05/03/94,Man United,Man City,2,0,H,,,,S Lodge,,,,,,,,,,,,
005/03/94,Newcastle,Oldham,1,1,D,,,,P Jones,,,,,,,,,,,,
05/03/94,Sheffield United,Southampton,2,0,H,,,,L Stevens,,,,,,,,,,,,
05/03/94,Sheffield Weds,Blackburn,2,0,H,,,,C Cooper,,,,,,,,,,,,
05/03/94,West Ham,Liverpool,2,0,H,,,,D Smith,,,,,,,,,,,,
07/03/94,Norwich,Everton,3,0,H,,,,N Graham,,,,,,,,,,,,
12/03/94,Aston Villa,Arsenal,0,0,D,,,,S Dunn,,,,,,,,,,,,
12/03/94,Blackburn,QPR,1,0,H,,,,R Styles,,,,,,,,,,,,
12/03/94,Everton,Wimbledon,1,2,A,,,,P Walton,,,,,,,,,,,,
12/03/94,Liverpool,Chelsea,1,4,A,,,,M Dean,,,,,,,,,,,,
12/03/94,Man City,Swindon,2,1,H,,,,S Wicks,,,,,,,,,,,,
12/03/94,Oldham,Leeds,0,0,D,,,,M Riley,,,,,,,,,,,,
12/03/94,Southampton,Norwich,1,1,D,,,,P Durkin,,,,,,,,,,,,
12/03/94,Tottenham,Sheffield United,2,2,D,,,,D Elleray,,,,,,,,,,,,
12/03/94,West Ham,Man United,2,2,D,,,,G Hall,,,,,,,,,,,,
13/03/94,Ipswich,Coventry,0,1,A,,,,R Jones,,,,,,,,,,,,
19/03/94,Arsenal,Sheffield Weds,1,1,D,,,,T Riley,,,,,,,,,,,,
19/03/94,Coventry,Man City,1,2,A,,,,J Kelly,,,,,,,,,,,,
19/03/94,Leeds,Liverpool,2,2,D,,,,A Baker,,,,,,,,,,,,
19/03/94,Man United,Southampton,1,0,H,,,,K Winter,,,,,,,,,,,,
19/03/94,Newcastle,Aston Villa,5,1,H,,,,S Lodge,,,,,,,,,,,,
19/03/94,Norwich,Blackburn,1,2,A,,,,P Jones,,,,,,,,,,,,
19/03/94,QPR,Wimbledon,2,1,H,,,,L Stevens,,,,,,,,,,,,
19/03/94,Sheffield United,West Ham,0,1,A,,,,C Cooper,,,,,,,,,,,,
19/03/94,Swindon,Oldham,2,1,H,,,,D Smith,,,,,,,,,,,,
20/03/94,Chelsea,Ipswich,2,0,H,,,,N Graham,,,,,,,,,,,,
26/03/94,Aston Villa,Norwich,0,0,D,,,,S Dunn,,,,,,,,,,,,
26/03/94,Blackburn,Ipswich,2,0,H,,,,R Styles,,,,,,,,,,,,
26/03/94,Coventry,Swindon,2,0,H,,,,P Walton,,,,,,,,,,,,
26/03/94,Everton,Southampton,1,0,H,,,,M Dean,,,,,,,,,,,,
26/03/94,Leeds,Chelsea,1,1,D,,,,S Wicks,,,,,,,,,,,,
26/03/94,Liverpool,Wimbledon,2,3,A,,,,M Riley,,,,,,,,,,,,
26/03/94,Man City,Sheffield United,2,1,H,,,,P Durkin,,,,,,,,,,,,
26/03/94,Oldham,QPR,1,4,A,,,,D Elleray,,,,,,,,,,,,
26/03/94,Sheffield Weds,West Ham,1,0,H,,,,G Hall,,,,,,,,,,,,
26/03/94,Tottenham,Arsenal,1,1,D,,,,R Jones,,,,,,,,,,,,
28/03/94,Man United,Newcastle,0,0,D,,,,T Riley,,,,,,,,,,,,
02/04/94,Arsenal,Man United,2,2,D,,,,J Kelly,,,,,,,,,,,,
02/04/94,Chelsea,Aston Villa,1,0,H,,,,A Baker,,,,,,,,,,,,
02/04/94,Ipswich,Man City,1,1,D,,,,K Winter,,,,,,,,,,,,
02/04/94,Leeds,Blackburn,2,3,A,,,,S Lodge,,,,,,,,,,,,
02/04/94,Norwich,Sheffield Weds,1,0,H,,,,P Jones,,,,,,,,,,,,
02/04/94,QPR,Oldham,2,1,H,,,,L Stevens,,,,,,,,,,,,
02/04/94,Sheffield United,Swindon,3,1,H,,,,C Cooper,,,,,,,,,,,,
02/04/94,Southampton,Liverpool,4,2,H,,,,D Smith,,,,,,,,,,,,
02/04/94,West Ham,Coventry,2,2,D,,,,N Graham,,,,,,,,,,,,
02/04/94,Wimbledon,Tottenham,1,3,A,,,,S Dunn,,,,,,,,,,,,
04/04/94,Man City,Everton,1,2,A,,,,R Styles,,,,,,,,,,,,
05/04/94,Aston Villa,Liverpool,0,0,D,,,,P Walton,,,,,,,,,,,,
09/04/94,Aston Villa,Man City,2,2,D,,,,M Dean,,,,,,,,,,,,
09/04/94,Blackburn,Liverpool,3,1,H,,,,S Wicks,,,,,,,,,,,,
09/04/94,Coventry,Norwich,0,0,D,,,,M Riley,,,,,,,,,,,,
09/04/94,Everton,Tottenham,0,0,D,,,,P Durkin,,,,,,,,,,,,
09/04/94,Ipswich,Sheffield United,3,2,H,,,,D Elleray,,,,,,,,,,,,
09/04/94,Man United,Sheffield Weds,1,0,H,,,,G Hall,,,,,,,,,,,,
09/04/94,Newcastle,West Ham,1,0,H,,,,R Jones,,,,,,,,,,,,
09/04/94,Oldham,Wimbledon,0,1,A,,,,T Riley,,,,,,,,,,,,
09/04/94,QPR,Swindon,2,0,H,,,,J Kelly,,,,,,,,,,,,
10/04/94,Southampton,Leeds,3,2,H,,,,A Baker,,,,,,,,,,,,
11/04/94,Chelsea,Arsenal,0,2,A,,,,K Winter,,,,,,,,,,,,
16/04/94,Arsenal,QPR,2,0,H,,,,S Lodge,,,,,,,,,,,,
16/04/94,Ipswich,Southampton,0,2,A,,,,P Jones,,,,,,,,,,,,
16/04/94,Leeds,Norwich,3,1,H,,,,L Stevens,,,,,,,,,,,,
16/04/94,Liverpool,Oldham,1,0,H,,,,C Cooper,,,,,,,,,,,,
16/04/94,Man City,Newcastle,0,2,A,,,,D Smith,,,,,,,,,,,,
16/04/94,Sheffield United,Aston Villa,1,0,H,,,,N Graham,,,,,,,,,,,,
16/04/94,Sheffield Weds,Tottenham,1,2,A,,,,S Dunn,,,,,,,,,,,,
16/04/94,Swindon,West Ham,1,3,A,,,,R Styles,,,,,,,,,,,,
16/04/94,Wimbledon,Chelsea,1,0,H,,,,P Walton,,,,,,,,,,,,
17/04/94,Man United,Coventry,4,2,H,,,,M Dean,,,,,,,,,,,,
18/04/94,Blackburn,Everton,0,0,D,,,,S Wicks,,,,,,,,,,,,
20/04/94,Norwich,Arsenal,0,2,A,,,,M Riley,,,,,,,,,,,,
23/04/94,Arsenal,Wimbledon,0,0,D,,,,P Durkin,,,,,,,,,,,,
23/04/94,Chelsea,Swindon,2,0,H,,,,D Elleray,,,,,,,,,,,,
23/04/94,Coventry,Tottenham,1,2,A,,,,G Hall,,,,,,,,,,,,
23/04/94,Everton,Ipswich,0,0,D,,,,R Jones,,,,,,,,,,,,
23/04/94,Man City,Aston Villa,1,1,D,,,,T Riley,,,,,,,,,,,,
23/04/94,Newcastle,Sheffield United,3,0,H,,,,J Kelly,,,,,,,,,,,,
23/04/94,Oldham,Leeds,2,1,H,,,,A Baker,,,,,,,,,,,,
23/04/94,QPR,Man United,2,3,A,,,,K Winter,,,,,,,,,,,,
23/04/94,Sheffield Weds,Liverpool,1,1,D,,,,S Lodge,,,,,,,,,,,,
23/04/94,West Ham,Blackburn,0,0,D,,,,P Jones,,,,,,,,,,,,
27/04/94,West Ham,Blackburn,1,2,A,,,,L Stevens,,,,,,,,,,,,
30/04/94,Arsenal,West Ham,0,2,A,,,,C Cooper,,,,,,,,,,,,
30/04/94,Leeds,Everton,3,0,H,,,,D Smith,,,,,,,,,,,,
30/04/94,Liverpool,Norwich,0,1,A,,,,N Graham,,,,,,,,,,,,
30/04/94,Man City,Chelsea,2,2,D,,,,S Dunn,,,,,,,,,,,,
30/04/94,Oldham,Sheffield Weds,0,0,D,,,,R Styles,,,,,,,,,,,,
30/04/94,QPR,Swindon,1,3,A,,,,P Walton,,,,,,,,,,,,
30/04/94,Sheffield United,Newcastle,2,0,H,,,,M Dean,,,,,,,,,,,,
30/04/94,Southampton,Aston Villa,4,1,H,,,,S Wicks,,,,,,,,,,,,
30/04/94,Wimbledon,Tottenham,2,1,H,,,,M Riley,,,,,,,,,,,,
01/05/94,Ipswich,Man United,1,2,A,,,,P Durkin,,,,,,,,,,,,
02/05/94,Coventry,Blackburn,2,1,H,,,,D Elleray,,,,,,,,,,,,
03/05/94,Leeds,Sheffield Weds,2,2,D,,,,G Hall,,,,,,,,,,,,
03/05/94,Oldham,Sheffield United,1,1,D,,,,R Jones,,,,,,,,,,,,
03/05/94,QPR,West Ham,3,2,H,,,,T Riley,,,,,,,,,,,,
04/05/94,Liverpool,Ipswich,0,0,D,,,,J Kelly,,,,,,,,,,,,
04/05/94,Man United,Coventry,0,0,D,,,,A Baker,,,,,,,,,,,,
04/05/94,Newcastle,Everton,4,2,H,,,,K Winter,,,,,,,,,,,,
04/05/94,Norwich,Southampton,1,1,D,,,,S Lodge,,,,,,,,,,,,
04/05/94,Swindon,Wimbledon,0,3,A,,,,P Jones,,,,,,,,,,,,
04/05/94,Tottenham,Aston Villa,2,2,D,,,,L Stevens,,,,,,,,,,,,
07/05/94,Aston Villa,Liverpool,2,1,H,,,,C Cooper,,,,,,,,,,,,
07/05/94,Blackburn,Ipswich,0,0,D,,,,D Smith,,,,,,,,,,,,
007/05/94,Chelsea,Man City,2,2,D,,,,N Graham,,,,,,,,,,,,
07/05/94,Everton,Leds,2,3,A,,,,S Dunn,,,,,,,,,,,,
07/05/94,Norwich,QPR,1,4,A,,,,R Styles,,,,,,,,,,,,
07/05/94,Sheffield United,Oldham,1,1,D,,,,P Walton,,,,,,,,,,,,
07/05/94,Sheffield Weds,Arsenal,0,1,A,,,,M Dean,,,,,,,,,,,,
07/05/94,Southampton,Tottenham,3,1,H,,,,S Wicks,,,,,,,,,,,,
07/05/94,West Ham,Man United,1,1,D,,,,M Riley,,,,,,,,,,,,
08/05/94,Coventry,Newcastle,2,0,H,,,,P Durkin,,,,,,,,,,,,
08/05/94,Swindon,Man City,1,2,A,,,,D Elleray,,,,,,,,,,,,
