Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
30/04/95,Wimbledon,QPR,1,3,A,,,,D Smith,,,,,,,,,,,,
02/05/95,Arsenal,Leeds,0,1,A,,,,N Graham,,,,,,,,,,,,
03/05/95,Blackburn,Newcastle,0,0,D,,,,S Dunn,,,,,,,,,,,,
03/05/95,Coventry,Aston Villa,0,0,D,,,,R Styles,,,,,,,,,,,,
03/05/95,Liverpool,Nott'm Forest,1,1,D,,,,P Walton,,,,,,,,,,,,
03/05/95,Man City,Norwich,1,1,D,,,,M Dean,,,,,,,,,,,,
03/05/95,Sheffield Weds,Man United,1,3,A,,,,S Wicks,,,,,,,,,,,,
03/05/95,Southampton,Crystal Palace,3,1,H,,,,M Riley,,,,,,,,,,,,
03/05/95,West Ham,QPR,0,0,D,,,,P Durkin,,,,,,,,,,,,
04/05/95,Arsenal,Wimbledon,0,0,D,,,,D Elleray,,,,,,,,,,,,
06/05/95,Aston Villa,Liverpool,2,0,H,,,,G Hall,,,,,,,,,,,,
06/05/95,Crystal Palace,West Ham,1,0,H,,,,R Jones,,,,,,,,,,,,
06/05/95,Everton,Southampton,0,0,D,,,,T Riley,,,,,,,,,,,,
06/05/95,Ipswich,Coventry,2,0,H,,,,J Kelly,,,,,,,,,,,,
06/05/95,Leeds,Norwich,2,1,H,,,,A Baker,,,,,,,,,,,,
06/05/95,Leicester,Chelsea,1,1,D,,,,K Winter,,,,,,,,,,,,
06/05/95,Nott'm Forest,Man City,1,0,H,,,,S Lodge,,,,,,,,,,,,
06/05/95,QPR,Tottenham,2,1,H,,,,P Jones,,,,,,,,,,,,
07/05/95,Man United,Sheffield Weds,1,0,H,,,,L Stevens,,,,,,,,,,,,
08/05/95,Blackburn,Newcastle,1,0,H,,,,C Cooper,,,,,,,,,,,,
09/05/95,Ipswich,Everton,0,1,A,,,,D Smith,,,,,,,,,,,,
09/05/95,Leeds,Crystal Palace,3,1,H,,,,N Graham,,,,,,,,,,,,
10/05/95,Arsenal,Leeds,0,0,D,,,,S Dunn,,,,,,,,,,,,
10/05/95,Chelsea,Coventry,2,2,D,,,,R Styles,,,,,,,,,,,,
10/05/95,Liverpool,Southampton,0,1,A,,,,P Walton,,,,,,,,,,,,
10/05/95,Man City,Aston Villa,1,1,D,,,,M Dean,,,,,,,,,,,,
10/05/95,Norwich,West Ham,4,2,H,,,,S Wicks,,,,,,,,,,,,
10/05/95,QPR,Nott'm Forest,2,2,D,,,,M Riley,,,,,,,,,,,,
10/05/95,Sheffield Weds,Leicester,3,1,H,,,,P Durkin,,,,,,,,,,,,
10/05/95,Tottenham,Man United,0,0,D,,,,D Elleray,,,,,,,,,,,,
14/05/95,Leicester,Tottenham,1,1,D,,,,G Hall,,,,,,,,,,,,
14/05/95,Man City,QPR,2,3,A,,,,R Jones,,,,,,,,,,,,
14/05/95,Newcastle,Coventry,1,1,D,,,,T Riley,,,,,,,,,,,,
14/05/95,Nott'm Forest,Aston Villa,2,2,D,,,,J Kelly,,,,,,,,,,,,
